V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
NHSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICN1,0,0,0,0,0,1,6,0,0,0,230,0,0,38,0,0,1131,0,0,0,0,0,0,0,0,2,0,0,0,0
NID1,1,3815,2951,1442,3106,7304,51,0,3155,317,1337,2,7597,0,1,244,5081,1997,0,391,11044,119,0,106,1314,549,5566,0,7169,1628
NID2,0,1580,0,0,826,760,0,0,134,0,0,0,10453,0,0,0,0,558,0,0,0,0,1,0,0,0,0,0,0,0
NIF3L1,0,0,318,27,0,0,168,710,8,61,1572,91,0,626,0,0,8352,1388,0,153,3434,201,2440,0,0,564,0,0,1826,470
NIM1,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,581,0,0,242,0,525,0,0,669,0,512,0,44,404
NIN,0,20,0,0,141,0,0,4,139,0,169,0,19,0,0,76,10,112,144,141,0,0,8,0,0,0,98,0,0,0
NINJ1,6809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
NINJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NINL,9861,230,0,69,0,0,36,0,572,1566,108,28,0,1,10,456,1340,0,0,0,1855,0,0,0,0,0,310,0,120,0
NIP7,0,53,6031,93,1032,403,748,399,136,9023,4413,1178,5893,24,0,545,12692,1227,223,70,10108,419,1715,10920,3146,2642,1636,652,11588,6597
NIPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,53,391,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NIPA2,0,472,2452,2442,726,0,222,12,538,3249,3621,2,1557,0,0,508,4874,0,812,57,45,22,1464,1583,1410,165,61,1,3432,1636
NIPAL1,0,0,12,308,0,0,0,0,0,2506,0,0,0,181,0,0,0,0,64,0,0,51,0,884,0,0,0,0,0,0
NIPAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIPAL3,6099,6,905,0,600,0,0,800,0,2725,0,0,0,0,0,0,0,699,12,0,0,0,0,0,514,143,1,0,0,0
NIPAL4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIPBL,0,681,1567,247,272,221,59,66,138,2318,628,2843,3920,2,1389,429,3525,238,42,87,463,342,5308,4078,184,715,1,0,1919,2010
NIPSNAP1,0,573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,883,55,0,0,0,0,0,1,702,0,590,0
NIPSNAP3A,0,0,916,0,0,0,398,0,0,0,93,0,0,0,0,0,1,347,0,4,1825,0,0,1191,0,60,0,0,970,1057
NIPSNAP3B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NISCH,0,0,0,1015,4,0,3,0,382,3,0,166,0,308,0,209,471,0,0,121,0,0,118,0,0,218,857,0,1149,0
NIT1,0,0,386,0,0,0,205,0,0,762,457,0,0,0,0,246,251,0,4,0,284,278,176,190,0,121,0,0,1285,0
NIT2,0,1,6471,1198,40,775,792,1205,0,1896,1585,1231,5706,578,1100,1191,1965,907,0,194,6419,74,0,0,812,2015,5101,1006,766,566
NKAIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,90,0,0,0,0
NKAIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKAIN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKAIN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
NKAP,2092,169,816,1688,0,57,0,307,69,0,97,292,2326,0,118,0,3252,119,51,178,3222,0,0,0,0,0,79,0,0,82
NKAPL,0,0,8,12,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0
NKAPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,6,0,0,0,0,0,0,0,0,0,0
NKD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1456,0,1,0,0,0,0,0,0,0,0,0,0,0
NKD2,0,3,1,0,0,0,125,0,0,0,32,0,0,0,0,0,852,0,0,24,0,0,1,0,0,1,0,9,1,0
NKG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKIRAS1,0,0,70,406,0,0,168,0,0,1096,1052,0,0,530,0,546,0,0,0,0,867,0,0,0,0,249,0,0,0,1058
NKIRAS2,0,345,585,633,191,57,171,1030,0,27,299,2,0,51,587,24,126,250,0,11,1767,0,0,0,0,330,0,5,788,0
NKPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKRF,0,1,0,6,0,40,89,0,678,0,254,0,1,0,0,0,9446,0,0,19,6765,0,1527,0,0,729,45,93,256,0
NKTR,36,13,5087,20,1,0,203,71,23,2904,636,1249,343,0,1659,0,5190,138,100,801,1665,579,2721,4216,310,491,2449,0,843,1699
NKX1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX3-2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX6-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX6-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX6-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLE1,0,44,0,0,324,38,0,0,0,0,1907,12,2530,469,0,393,0,445,0,1,93,14,0,0,0,0,1159,0,0,1188
NLGN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLGN2,0,2,0,29,0,0,0,0,0,0,1,0,0,0,0,283,0,0,0,0,0,0,0,138,0,0,0,0,0,0
NLGN3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NLGN4X,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,16,9,0,0,0,0,0,532,0,0,0,33
NLGN4Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLGN4Y-AS1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLK,0,1,0,0,254,801,17,0,628,3543,534,0,0,9,0,18,108,0,0,2,0,0,0,0,95,0,213,0,1018,18
NLN,0,2,248,2092,302,0,558,151,37,189,1923,384,1407,161,53,1,6443,7,966,23,2818,20,1190,12,1976,1795,940,360,454,16
NLRC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRC4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,203,0,0,0,0,0,0
NLRC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,37,0,5,0,0,0,0,0,0
NLRP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP12,0,1,0,0,536,0,219,0,432,129,14,42,0,0,1913,0,0,0,1,0,0,17,813,201,58,0,2062,748,340,0
NLRP13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,6,0
NLRP2,9791,3232,49262,17864,971,354,3685,6448,388,21272,8428,2051,10785,4328,1436,2673,88895,2471,880,2459,28510,2865,50612,18448,11290,9897,20271,13802,11846,9419
NLRP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,2,0,0,0,0,0
NLRP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP7,18551,5513,6047,2859,8370,4816,3847,14701,3952,15243,8287,4481,20002,7163,5477,7218,51437,8002,9525,3085,30005,2780,11893,10800,6339,5682,23131,4176,9262,2141
NLRP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0
NLRP9,0,0,0,0,0,0,0,0,5,0,9,0,0,218,432,645,0,0,0,1,0,0,0,0,0,0,0,0,4,33
NLRX1,0,0,50,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMD3,0,924,2333,180,524,846,246,920,0,3991,730,7,1640,0,0,1339,5914,1619,0,512,579,1403,1127,7458,72,627,5,0,2139,1777
NME1,0,1773,8540,7913,163,10,1526,447,113,4657,6460,911,10326,912,545,408,19207,532,627,665,21367,713,3775,9985,1414,2616,6838,1366,5260,3446
NME1-NME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,15,3,0,0,0,0,0
NME2,0,5,19,5,0,0,3,2,0,28,9,0,17,2,3,1,107,1,1,0,41,0,40,36,7,7,3,10,31,2
NME3,0,0,0,0,0,0,0,0,0,438,40,0,808,161,0,12,927,0,0,3,0,0,544,0,0,33,0,0,0,22
NME4,0,0,0,0,144,0,0,6,0,997,68,0,0,114,0,0,0,0,0,0,1365,0,0,0,0,6,0,0,0,0
NME5,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME6,2636,373,137,1430,0,1,0,35,12,239,1060,1,2025,248,50,232,743,668,380,0,7044,167,0,100,2174,257,2,7,3994,0
NME7,0,253,0,0,173,0,195,0,0,0,265,54,0,0,0,0,0,295,0,38,0,204,400,1525,0,54,0,0,16,0
NME8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NME9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NMI,0,0,513,0,0,0,420,773,0,0,2436,63,0,332,0,0,8138,0,0,2,0,186,0,573,139,280,82,0,633,300
NMNAT1,0,0,6,0,0,271,1,42,0,2587,323,273,2227,95,1,0,0,243,0,8,90,0,163,1890,450,972,0,0,36,0
NMNAT2,0,0,0,0,0,0,245,52,26,0,1074,0,0,0,4,0,15,0,0,0,0,0,0,0,0,11,0,0,0,0
NMNAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,0
NMRAL1,0,0,4391,2210,201,0,150,0,0,1048,529,414,1475,369,37,219,3329,137,0,16,2040,50,5601,1620,0,2,1500,0,736,57
NMRK1,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,2,0,0,0,0,0,0,0,0,88,0,0,0,0
NMRK2,0,0,0,50,0,0,126,135,0,0,0,0,0,146,0,0,3561,0,0,1,0,0,0,0,0,0,1139,0,634,0
NMS,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMT1,0,807,6791,2291,947,9,577,10,4,5885,916,1396,4064,24,19,64,7161,2259,0,188,12810,386,98,9042,8,1173,5739,2197,3887,2247
NMT2,0,1,0,0,1,0,0,0,133,0,0,783,406,0,0,0,0,0,0,0,0,0,0,0,0,515,0,62,0,0
NMU,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMUR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,1,0,1,0,0,0
NMUR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNAT,0,0,0,0,0,0,0,0,0,0,0,0,0,287,110,0,0,0,0,2,4,0,0,0,0,0,0,0,0,100
NNMT,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108,0,0,0,0,0
NNT,0,0,0,59,0,0,0,0,0,881,0,485,1255,0,326,0,2,0,166,161,0,0,0,0,0,0,0,0,0,0
NOA1,1241,0,0,0,0,0,358,18,0,1025,147,0,2135,0,0,0,3314,0,0,17,35,0,7,51,1399,392,0,0,212,91
NOB1,0,460,2983,4180,576,671,163,1534,48,5427,761,932,5445,238,13,875,11708,991,448,28,5963,624,1819,9474,2378,2121,2506,226,4955,416
NOBOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOC2L,0,36,146,594,10,0,459,20,947,3014,561,0,5465,379,6,460,1787,193,1,24,3013,21,389,2053,1420,168,459,1391,1852,1283
NOC3L,0,1,1002,276,462,0,212,20,345,716,1326,1279,1830,0,9,1059,6218,1067,95,367,2561,425,3437,2184,0,416,0,62,4216,3188
NOC4L,0,536,523,0,13,12,298,0,46,0,316,0,1759,47,672,134,3759,7,46,49,2170,8,3927,1,0,14,0,27,118,173
NOD1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1586,0,0,0,0,0,0,0,4,0
NOD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
NODAL,0,0,0,0,0,0,0,698,0,0,0,497,0,1105,1,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOG,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NOL10,1803,64,3848,1042,0,1,370,0,0,2731,4040,0,2404,0,0,0,3395,267,0,663,15783,582,1415,1068,1460,2520,2335,0,6874,6320
NOL11,1,50,8098,2727,860,0,212,0,2,3814,1814,0,0,0,562,586,9424,1255,0,53,822,576,1647,5079,296,447,0,5,9388,7467
NOL12,0,288,501,1903,0,0,189,0,0,1035,520,0,938,266,0,24,9384,265,0,178,1507,8,4799,2500,1071,0,1381,113,3063,419
NOL3,0,0,24,0,0,0,0,80,0,0,0,0,0,0,400,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
NOL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL6,0,87,757,1771,172,251,26,0,1,601,135,746,1021,1,0,1252,3214,2,0,53,3585,904,2972,0,1812,273,2179,4852,1667,1453
NOL7,0,738,1020,604,83,123,1135,139,471,615,3078,0,5706,96,433,600,9024,343,183,219,632,210,9153,992,80,337,49,409,1595,537
NOL8,0,70,5608,1152,15,0,332,16,212,248,184,0,1989,585,0,534,3936,566,0,329,0,603,1423,0,1241,696,232,0,2598,2882
NOL9,5039,450,345,4060,127,1065,352,751,0,9236,1404,0,2191,763,619,5,5132,283,9,274,7555,508,560,3822,843,1926,3153,1030,5041,248
NOLC1,7604,39,6256,6289,1866,537,2805,62,182,38602,8617,2321,7382,1575,178,2027,25954,6600,343,314,14661,3735,6640,55103,2959,8862,4260,2480,31023,20712
NOM1,0,0,1,213,0,0,0,0,0,34,191,0,782,0,0,107,3593,6,0,24,0,59,1491,0,393,1,520,0,1245,14
NOMO1,0,5,298,0,9,2,48,0,4,1128,258,234,213,0,140,0,628,0,56,67,8,13,200,0,297,167,2,0,0,0
NOMO2,0,59,0,2,10,0,2,0,0,72,11,0,13,0,0,0,11,0,0,0,127,0,52,14,62,12,12,0,0,16
NOMO3,0,9,0,0,0,0,0,0,0,10,5,0,2,0,0,0,0,0,0,0,185,0,0,0,83,0,0,0,0,16
NONO,0,898,8222,8608,1121,228,1372,1280,268,10953,7485,1604,6352,1982,640,2135,22945,3023,1529,105,17074,781,2004,12201,2899,1606,3983,3571,20617,8084
NOP10,5772,1563,21249,14715,557,753,1734,1039,160,19687,7541,2245,17467,1240,1097,781,64181,715,384,523,35220,655,11276,10468,2247,5642,13168,1518,8103,5531
NOP14,0,320,0,266,611,1799,155,0,2,1338,383,12,1359,0,41,671,3042,193,10,110,3077,70,664,2419,817,1567,1060,9,1,13
NOP14-AS1,0,0,0,59,23,0,0,0,0,38,0,0,0,253,0,29,219,10,0,1,104,0,0,251,52,95,230,0,387,0
NOP16,2998,1833,9671,14707,908,225,1288,1190,1,5044,5025,2649,22662,533,1348,1933,27841,1202,234,584,46580,611,5375,1947,64,1725,11903,952,12526,1908
NOP2,0,1385,8354,6925,73,34,1467,833,11,10263,4045,1009,2109,847,305,615,33958,194,337,336,20207,455,1193,9371,3562,4279,1484,2477,19444,4200
NOP56,29232,5021,15511,13228,3464,4958,2615,5878,6557,22573,15087,4146,27986,3967,2429,1434,43292,5208,1214,5604,33436,3010,12810,15860,3778,5405,10608,3583,21787,11984
NOP58,11764,1599,39672,20026,3065,5383,5003,3783,460,31017,18095,3355,32030,2889,1815,871,86437,6695,3,3251,46855,3219,12729,40544,3656,15758,30193,2343,24714,21986
NOP9,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,44,0,0,2,0,0,0,0,8,0,0,0,0,0
NOS1,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOS1AP,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NOS2,1,0,0,0,0,0,191,0,0,6076,203,0,0,242,0,0,4593,0,0,0,0,0,0,0,0,0,0,0,2938,0
NOS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
NOSIP,0,618,4937,181,103,27,1447,346,19,1912,1526,328,0,286,810,718,4675,378,6,15,6829,229,4984,11739,1907,336,1547,233,4418,1804
NOSTRIN,0,0,0,0,0,182,0,0,0,0,0,0,0,0,69,0,0,0,0,3,0,0,0,66,0,0,0,0,0,439
NOTCH1,0,0,0,11,0,0,0,4,0,0,0,0,0,3,0,0,9,0,0,1,0,0,64,0,0,0,6,0,1,0
NOTCH2,0,0,0,0,0,156,0,19,216,0,0,0,0,8,0,0,2677,0,0,0,0,0,0,0,0,97,0,0,0,0
NOTCH2NL,0,0,0,0,112,0,0,0,16,0,0,0,142,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH3,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,26,1,0,591,2,0,0,0,0,0,0,0,0,0,0
NOTCH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
NOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX1,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,46,0
NOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX4,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOXA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOXO1,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOXRED1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0
NPAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
NPAS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAS3,0,0,0,0,0,217,0,0,0,0,0,1,484,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0
NPAS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAT,0,8,425,0,55,0,190,0,0,2993,642,129,0,1,0,0,1805,1,0,217,1511,25,956,558,0,1204,1650,0,1636,1653
NPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0
NPBWR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPC1,0,0,0,0,0,45,174,0,10,1893,0,0,953,907,0,0,1089,59,0,83,0,61,0,1469,0,26,0,0,0,2172
NPC1L1,0,350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0
NPC2,0,1077,11065,2635,308,2002,363,959,78,4306,1776,534,9607,165,360,228,5397,49,0,266,16294,269,3885,2965,1398,760,3385,0,3090,2458
NPDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPEPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPEPPS,0,549,3835,3692,716,1906,321,1896,243,3142,2491,629,5173,720,1426,517,13289,1112,1130,143,10253,176,1274,4206,2212,49,1701,5662,5625,2458
NPFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
NPFFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPFFR2,0,0,0,0,0,0,23,0,0,0,2,0,9,0,0,0,2246,0,0,0,1031,0,0,20,0,0,0,0,0,845
NPHP1,0,0,0,0,0,0,0,0,0,0,0,0,7,155,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
NPHP3,0,0,0,0,7,0,0,0,0,0,0,0,751,0,0,0,1650,0,0,17,0,0,0,0,0,0,0,0,0,0
NPHP3-ACAD11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHP3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHP4,0,0,0,596,0,0,0,0,0,0,0,0,650,0,0,480,0,0,0,206,0,0,0,599,0,0,0,0,0,0
NPHS1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,371,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0
NPHS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NPIP,0,0,0,260,1,0,0,14,0,0,0,30,88,0,5,14,1,49,2,43,0,0,0,0,0,18,0,0,39,22
NPIPL3,92,124,73,21,178,87,32,58,335,433,80,30,675,11,31,74,386,106,6,23,152,17,51,1107,0,53,46,0,708,92
NPL,0,0,814,0,399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0
NPLOC4,0,1716,1658,129,635,0,159,2,0,1620,1200,0,22,855,543,26,2087,897,715,67,959,0,6687,0,1780,198,865,0,2808,480
NPM1,13121,3468,58255,42240,3262,2935,8974,6957,1566,53708,25991,5365,28227,3497,2274,3663,151200,5402,2619,1982,129393,4192,31871,49466,5636,20101,54879,11735,34918,30739
NPM2,0,0,0,0,0,0,0,0,0,2,0,287,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NPM3,0,222,701,795,245,0,601,89,0,3504,34,107,1207,77,479,455,2259,296,797,70,3319,0,927,0,0,566,1325,50,1127,605
NPNT,0,0,296,0,0,0,2,0,0,0,646,0,0,0,0,0,371,0,0,0,0,0,0,0,215,226,1,0,206,0
NPPA,0,0,2,0,0,0,34,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24
NPPA-AS1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,17
NPPB,0,0,0,40,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,55,0,75,0,0,0,0,105,0,0,0
NPPC,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
